month_mar,month_sep,campaign,month_may,contact_cellular,month_oct,previous,contact_unknown,housing_yes,poutcome_unknown,age,poutcome_success,pdays,balance,duration,y
-0.08808944361035538,-0.10974204050363484,-0.22831070625752384,1.5141740593435105,0.7337993857053428,-0.11431791085909118,-0.22066539251992898,-0.6699667187485195,0.9214729654393031,0.3270005778369355,-0.6825806662773162,-0.15171652122725207,-0.29145572265998726,0.027725050798364483,0.7918902802792319,0
-0.08808944361035538,-0.10974204050363484,-0.5849904535743867,1.5141740593435105,-1.3627702877384937,-0.11431791085909118,-0.22066539251992898,1.4926114566824664,0.9214729654393031,0.3270005778369355,0.10863373766068789,-0.15171652122725207,-0.29145572265998726,-0.14384634161645263,1.137314255246423,0
-0.08808944361035538,-0.10974204050363484,1.1984082830099276,-0.6604260546066698,0.7337993857053428,-0.11431791085909118,-0.22066539251992898,-0.6699667187485195,0.9214729654393031,0.3270005778369355,-0.3858752648005646,-0.15171652122725207,-0.29145572265998726,-0.20517247981431092,2.4499253601217483,1
-0.08808944361035538,-0.10974204050363484,0.48504878837620174,-0.6604260546066698,0.7337993857053428,-0.11431791085909118,-0.22066539251992898,-0.6699667187485195,-1.0852190324685869,0.3270005778369355,0.40533913913743946,-0.15171652122725207,-0.29145572265998726,-0.4097111025898265,-0.5970777032730515,0
-0.08808944361035538,-0.10974204050363484,-0.22831070625752384,-0.6604260546066698,0.7337993857053428,-0.11431791085909118,-0.22066539251992898,-0.6699667187485195,-1.0852190324685869,0.3270005778369355,2.1855715479979487,-0.15171652122725207,-0.29145572265998726,-0.4196367203328325,-0.02258309227498657,1
-0.08808944361035538,-0.10974204050363484,-0.22831070625752384,-0.6604260546066698,0.7337993857053428,-0.11431791085909118,-0.22066539251992898,-0.6699667187485195,0.9214729654393031,0.3270005778369355,-0.2869734643083141,-0.15171652122725207,-0.29145572265998726,-0.2668531043601336,1.3554767657520173,0
-0.08808944361035538,-0.10974204050363484,0.12836904105933888,1.5141740593435105,0.7337993857053428,-0.11431791085909118,-0.22066539251992898,-0.6699667187485195,0.9214729654393031,0.3270005778369355,-0.8803842672618173,-0.15171652122725207,-0.29145572265998726,-0.4912429626216611,-0.44799998776089534,0
-0.08808944361035538,-0.10974204050363484,-0.22831070625752384,1.5141740593435105,-1.3627702877384937,-0.11431791085909118,-0.22066539251992898,1.4926114566824664,0.9214729654393031,0.3270005778369355,0.30643733864518896,-0.15171652122725207,-0.29145572265998726,0.8880634173082024,0.21012358559764724,0
-0.08808944361035538,-0.10974204050363484,0.48504878837620174,-0.6604260546066698,-1.3627702877384937,8.747535644109217,3.4855051234345384,-0.6699667187485195,-1.0852190324685869,-3.0580985716137414,3.669098555381707,6.591239977761729,2.1801814381589923,0.5020277843748635,-0.02258309227498657,1
-0.08808944361035538,-0.10974204050363484,0.12836904105933888,-0.6604260546066698,0.7337993857053428,-0.11431791085909118,3.4855051234345384,-0.6699667187485195,-1.0852190324685869,-3.0580985716137414,-0.6825806662773162,6.591239977761729,1.118989396285626,0.05218460880791489,-0.5643533266972124,0
